id	document	topic	plot_x	plot_y	topic_word	words_count
142	142	Overview of treatment-emergent adverse events  (MedDRA preferred terms)  and injection-site reactions  (MeDRA high-level terms)  in the safety population	1	-22.298296	7.391528	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	17
143	143	Treatment-emergent adverse events leading to discontinuation of study drug in the safety population  (n=2485)	1	-23.509502	9.923717	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	10
144	144	Patients with any adverse event and with grade 34 adverse events related to study treatment  (2-weekly regimen)	1	-27.111967	13.476969	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	11
145	145	Incidence of prespecified treatment-emergent adverse events  (preferred terms)  during the double-blind period  (safety population, n=515)	1	-21.157463	10.8158455	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	13
146	146	Serious adverse events in any treatment group and treatment-emergent adverse events occurring in 5% or more of patients	1	-24.501823	13.923093	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	10
147	147	Treatment-emergent adverse events of any grade reported in at least 10% of patients in either group in the safety population	1	-22.847206	11.61001	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	10
148	148	Proportion of participants experiencing at least one grade 35 adverse event by 52 weeks that was possibly, probably, or definitely related to study treatment using a modified intention-to-treat analysis for a model based on the raw dataset and imputed dataset	1	-27.00402	9.3539295	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	22
149	149	Treatment-related adverse events occurring in 5% of patients in either group from start of treatment to 30 days after end of treatment  (safety population)   *	1	-23.073895	13.914551	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	13
150	150	Early Clopidogrel and Glycoprotein IIb/IIIa Inhibitor Use in Patients Managed With Early Invasive Strategy  (Cath 48 h From Admission)  Versus Conservative Care  (Cath >48 h After Admission or No Cath)	6	-1.956988	-12.557741	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	18
151	151	Patients With Standardized Criteria for Urgent and Elective Coronary Angiogram, and Rates of Urgent PTCA and CABG Among These Patients During the 28 Days Following Onset of Unstable Angina, by Type of Hospital	6	-3.624607	-6.806093	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	19
152	152	Procedures, Complications and Clinical Outcomes of Patients at Hospital Discharge in Invasive and Conservative Therapy Groups Following Matching by Propensity Analysis	6	-0.02212783	-11.170182	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	15
153	153	A Summary of Time Frames of PTCA, Surgery, Antiplatelet Therapy and Complications in Patients Who Experienced Major Complications After Noncardiac Surgery Preceded by Intracoronary Stent Placement legend	6	-1.8378034	-7.781267	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	19
154	154	Effect of Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle on Cardiac Electrophysiologic Parameters in Postinfarction Dogs legend	3	8.173837	-6.2960534	[('coronari', '4.33'), ('valu', '1.96'), ('arteri', '1.55'), ('sensit', '1.55'), ('legend', '1.44'), ('ventricular', '1.44'), ('wall', '1.44'), ('detect', '1.34'), ('angiographi', '1.34'), ('leav', '1.34')]	10
155	155	Plasma Renin Activities in Postinfarction Dogs Administered Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle legend	3	7.991366	-6.0208135	[('coronari', '4.33'), ('valu', '1.96'), ('arteri', '1.55'), ('sensit', '1.55'), ('legend', '1.44'), ('ventricular', '1.44'), ('wall', '1.44'), ('detect', '1.34'), ('angiographi', '1.34'), ('leav', '1.34')]	11
156	156	Effect of Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle on the Incidence of Lethal Ischemic Arrhythmias Developing in Response to Secondary Acute Posterolateral Myocardial Ischemia in Postinfarction Dogs	0	7.9585066	-7.4027023	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	18
157	157	Initial Procedural Outcome  (Among 608 CABG and PTCA Patients With IR Intended and 579 PTCA Patients With CR Intended if Randomized to PTCA Who Received Their Assigned Treatment)  legend	6	-3.8647473	-11.624153	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	16
158	158	Ischemic and Bleeding Outcomes 12 to 30 Months After Coronary Stent Treatment in all Randomized Patients, Stratified by Presentation With Versus Without Acute Myocardial Infarction	6	5.022937	-13.00042	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	15
159	159	Death, MI, or Refractory Ischemia or Major Bleeding in Patients Undergoing PCI by Loading Dose of Clopidogrel or Type of GP IIb/IIIa Inhibitor	6	-5.771374	-2.8904219	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	13
160	160	Procedures, Complications and Clinical Outcomes of Patients at Hospital Discharge in Invasive and Conservative Therapy Groups *	6	0.020677797	-10.99022	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	11
161	161	Effect of Intravenous Losartan  (1.0 mg/kg + 0.03 mg/kg/min) , EXP3174  (0.1 mg/kg + 0.01 mg/kg/min) , Captopril  (1.0 mg/kg + 0.5 mg/kg/h)  or Vehicle on Sinus Heart Rate, Mean Arterial Pressure and Electrocardiographic Intervals in Postinfarction Dogs legend	3	8.8491335	-6.2883306	[('coronari', '4.33'), ('valu', '1.96'), ('arteri', '1.55'), ('sensit', '1.55'), ('legend', '1.44'), ('ventricular', '1.44'), ('wall', '1.44'), ('detect', '1.34'), ('angiographi', '1.34'), ('leav', '1.34')]	15
162	162	Intraoperative and Postoperative Complications for Patients Undergoing Off-Pump and On-Pump CABG Surgery in New York State, 19972000	6	-0.65698373	-6.712847	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	11
163	163	Risk of THV Thrombosis in Relation to Post-TAVR Antithrombotic Therapy Until 1- to 3-Month Post-TAVR Follow-Up  (Routine Follow-Up Visit 1)	0	-2.4778392	-2.888408	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	14
164	164	Death, MI, Refractory Ischemia, Major Bleeding, and Net Clinical Outcome at 30 Days in Those Treated With a GP IIb/IIIa Inhibitor	6	-5.6599603	-2.838925	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	11
165	165	In-Hospital Course of Patients With Acute Myocardial Infarction and Cardiogenic Shock Treated With or Without Intraaortic Balloon Counterpulsation	6	3.3229291	-9.890423	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	11
166	166	Sensitivity analysis and 1-year mortality in all patients and in patients who survived until day 14, day 30, day 60, and day 90 after acute myocardial infarction  (AMI)	6	2.9487848	-8.415739	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	10
167	167	Mortality Over Time Among All Patients in PCI Studies Randomizing Patients to Standard Therapy or Standard Therapy Plus Abciximab With a 12-h Infusion After PCI  (Excludes Patients Not Randomized to a Common Intervention [EPISTENT PTCA/Abciximab Group])  legend	6	0.85100985	-13.192169	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	23
168	168	Community Hospital Complications of Patients With Acute Myocardial Infarction and Cardiogenic Shock Treated With or Without Intraaortic Balloon Counterpulsation	6	3.1937501	-10.052917	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	12
169	169	Neurological presentations of 424 patients with gluten sensitivity, who presented with neurological dysfunction and were seen in the gluten sensitivity/neurology clinic, in Sheffield, UK, from 1994 to 2009	6	-5.522581	-8.566127	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	14
170	170	Revascularization Procedures in Post-Lytic NQMI Patients Randomized to Invasive  (INV)  or Conservative  (CON)  Management Strategies legend	6	5.2870045	-6.2645507	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	11
171	171	Early and Late Outcomes of Hospital Survivors of AMI and Cardiogenic Shock According To Myocardial Infarction Type	6	4.273357	-10.380496	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	11
172	172	In-Hospital Outcomes of Elderly Patients  (65 years old)  With or Without Previous Angina 48 Hours Before Acute Myocardial Infarction	6	3.2955024	-7.8630877	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	11
173	173	Clinical Outcomes at 30 Days According to Consistent Therapy on Enoxaparin Versus Switch From Enoxaparin to Bivalirudin	6	-0.56705207	-8.836268	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	11
174	174	Clinical Outcomes Stratified by Stent Type and Peri-Procedure Administration of Platelet Glycoprotein IIb/IIIa Inhibitors	0	-2.2301698	-10.107738	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	12
175	175	In-Hospital Bleeding Complications of Patients With ST Segment Elevation Myocardial Infarction According to Thrombolytic and Antithrombin Therapy	6	0.9724355	-9.171196	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	12
176	176	Comparison of Admitting Diagnosis and Initial Hospital Bed Assignments of 29,585 Patients With LBBB and Acute MI in the National Registry for Myocardial Infarction 2  (June 1, 1994March 31, 1998)  legend	6	6.601537	-10.435191	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	16
177	177	30-Day and Long-Term Reinfarction According to Degree of ST-Segment Resolution at 90 Min and 4 Hours After Initiation of Reperfusion Therapy	0	-2.8786535	-1.489007	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	11
178	178	Comparison of Treatments Received by 29,585 Patients With Acute MI and LBBB With and Without Chest Pain in the National Registry for Myocardial Infarction 2  (June 1, 1994March 31, 1998)  legend legend	6	6.678444	-10.46326	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	16
179	179	Clinical Outcomes at Day 9 in Patients Undergoing Early PCI  (Within 24 h of Randomization)	6	0.012133369	-5.400192	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	6
180	180	Serial Electrocardiographic Changes in Patients With Suspected Acute Myocardial Infarction Who Were Not Receive Randomized to Prehospital Versus In-Hospital Thrombolysis	6	4.4600224	-8.681277	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	13
181	181	Clinical Outcomes at 30 Days in Patients With ST Segment Elevation Myocardial Infarction According to Thrombolytic and Antithrombin Therapy	6	0.8223822	-9.069838	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	12
182	182	Landmark Analysis of the Risk of Clinical Endpoints for Patients With and Without DM Treated With>12 Months Versus12Months of Clopidogrel After IndexPercutaneous Coronary Revascularization With BMS	6	1.8213387	-4.8479304	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	12
183	183	Protective Role of Angina 48 Hours Before Acute Myocardial Infarction in Adult and Elderly Patients: Adjusted Regression Model for In-Hospital Death and Congestive Heart Failure or Shock and Combined End Points  (in-hospital death, congestive heart failure or shock)   a	6	15.706685	6.9031124	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	27
184	184	Protective Role of Angina 48 Hours Before Acute Myocardial Infarction in Adult and Elderly Patients: Unadjusted Regression Model for In-Hospital Death and Congestive Heart Failure or Shock and Combined End Points  (in-hospital death, congestive heart failure or shock)	6	15.707198	6.905102	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	27
185	185	In-Hospital Clinical Outcomes of Patients Undergoing Isolated Tricuspid Valve Surgery From 2004 to 2013  (Unweighted)	6	0.54297453	-5.929781	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	10
186	186	Short-Term and Long-Term Major Adverse Clinical Events in PCI Patients	1	-4.381438	-1.324014	[('treatment', '9.70'), ('grade', '4.68'), ('patient', '4.68'), ('popul', '4.01'), ('safeti', '3.68'), ('emerg', '3.68'), ('group', '3.51'), ('relat', '2.68'), ('occur', '2.34'), ('studi', '2.17')]	9
187	187	Early and Systematic Versus Guided or Delayed PCI  (Stent Era and Balloon Era)  After Fibrinolysis for STEMI	0	2.283019	-3.505485	[('vaccin', '1.82'), ('efficaci', '1.57'), ('accord', '1.41'), ('cohort', '1.16'), ('intervent', '1.16'), ('sever', '0.91'), ('area', '0.91'), ('level', '0.91'), ('respons', '0.91'), ('liter', '0.83')]	9
188	188	Effect of Surgery on Exercise Parameters in Patients Undergoing Mitral Valve Replacement and Patients Undergoing Mitral Valve Repair legend	6	0.69429535	-6.7782254	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	15
189	189	Individual Event Rates  (Event/Month)  and Therapy Episodes  (Episode/Month)  of Patients Pre- and Post-CRT Implantation	6	-5.58882	-6.6053	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	12
190	190	Complications of Thrombolytic Therapy of Prosthetic Valve Thrombosis in 107 Patients	6	-1.1380326	-5.393056	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	7
191	191	Clinical Outcomes in Surgically and Nonsurgically Treated Patients After Acute Myocardial Infarction	6	2.3601205	-7.899455	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	9
192	192	Effects of aspirin on bleeding episodes and related complications in elective-arthroplasty patients up to day 35	6	-1.4772912	-4.8513455	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	9
193	193	Hierarchical Incidence of MACE During Hospitalization and 12-Month Follow-Up in Patients With Successful Recanalization of a CTO	6	-2.746191	-4.6721163	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	9
194	194	1-Year Clinical Outcomes in Patients With In-Hospital Versus Out-of-Hospital Definite/Probable Stent Thrombosis	6	2.1452408	-6.3102026	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	11
195	195	30-Day and 1-Year Event Rates According to the Occurrence of Major VC Versus No Major VC Up to 30 Days	4	-4.8751926	-0.11795874	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	9
196	196	In-Hospital Invasive Coronary Procedures, Medications, Complications and Mortality of Patients Treated or Not Treated by Acute Reperfusion legend	6	2.4161232	-11.362492	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	13
197	197	Ischemic and Bleeding Outcomes in all Randomized Patients, According to Acute Myocardial Infarction Status, From12 to 30 Months After Coronary Stent Treatment	6	5.0080338	-12.972478	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	14
198	198	Reported Cause of Death and Procedures Performed in Post-Lytic NQMI Patients Randomized to Invasive  (INV)  and Conservative  (CON)  Management Strategies legend	6	5.3704104	-6.2338767	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	15
199	199	Study Endpoints in Matched Patients: Admission Rate, Length of Stay, MACE, Additional Patient Follow-Up, and Downstream Resource Utilization With CCTA Versus Standard Evaluation  (Both, n= 894)	6	-3.7006059	-5.173137	[('patient', '8.09'), ('hospit', '2.52'), ('infarct', '1.99'), ('myocardi', '1.99'), ('outcom', '1.86'), ('acut', '1.72'), ('legend', '1.72'), ('random', '1.46'), ('clinic', '1.46'), ('complic', '1.33')]	19
200	200	5-year relative survival  (%)  by use of state-specific and race-specific life tables and age-standardised to ICSS weights  *   with 95% CIs     for adults  (aged 1599 years)  diagnosed with cancer of the breast  (women) , colon, rectum, or prostate during 199094 and followed up to Dec 31, 1999, by ra US populations	4	5.23209	24.685549	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	24
201	201	Decomposition analysis of the change of global disability-adjusted life years  (thousands)  by level 1 causes from 1990 to 2010 into total population growth, population ageing, and changes in age-specific, sex-specific, and cause-specific disability-adjusted-life-year rates	4	-30.50427	-1.0752393	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	26
202	202	Global all-age attributable deaths and DALYs, in 2006 and 2016, and percentage change of deaths, age-standardised death rates, DALYs, and age-standardised DALY rates between 2006 and 2016, for all risk-outcome pairs, both sexes combined	4	-1.3806324	18.1897	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	19
203	203	40-year trends in the index of net survival for all cancers combined at 1, 5, and 10 years after diagnosis in adults  (1599 years)  in England from 1971 to 2011 and trends in the age-adjusted net survival for 21 selected cancers in England from 1971 to 2011 by sex	4	7.827913	21.741743	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	17
204	204	Age-standardised 5-year net survival  (%)  with 95% CI: adults  (1599 years)  diagnosed with one of eight common malignancies  (oesophagus, stomach, colon, rectum, liver, pancreas, lung, or melanoma of the skin)  by continent, country, and calendar period of diagnosis	4	3.6331487	22.972118	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	22
205	205	40-year trends in the index of net survival for all cancers combined at 1, 5, and 10 years after diagnosis in adults  (1599 years)  in Wales from 1971 to 2011 and trends in the age-adjusted net survival for 21 selected cancers in Wales from 1971 to 2011 by sex	4	7.826757	21.74169	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	17
206	206	5-year relative survival  (%) , age-standardised to ICSS weights  *   with 95% CIs for adults  (aged 1599 years)  diagnosed with cancer of the breast  (women) , colon, rectum, or prostate during 199094 and followed up to Dec 31, 1999: continent, country, and region	4	5.108365	24.546423	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	20
207	207	Age-adjusted annual incidence and mortality rates  (per 100000 person-years) , disability-adjusted life-years  (DALYs)  lost, prevalence  (per 100000 people) , and mortality-to-incidence ratio  (MIR)  by age groups in high-income and low-income and middle-income countries, and globally in 1990, 2005, and 2010	4	2.5719056	15.59716	[('year', '5.81'), ('death', '3.91'), ('caus', '3.24'), ('cancer', '2.91'), ('standardis', '2.57'), ('rat', '2.35'), ('relat', '2.12'), ('ratio', '2.01'), ('adjust', '2.01'), ('mortal', '1.90')]	26
